Nome_da_Empresa,Status_do_Foguete,Custo_da_Missao,Status_da_Missao,Pais,Estado_Regiao,Ano,Mes,Dia,Hora,Modelo_Foguete,Carga_Util,Pais_Mapa,Status_da_Missao_Num,Status_do_Foguete_Num,Alvo_Sucesso,Empresa_Cod,Pais_Cod,Probabilidade_Sucesso,Probabilidade_Falha,Previsao_IA_Status
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,7.0,20.0,11.0,Vostok-2M,Cosmos 1116,Russia,3,0,1,40.0,13.0,0.7507181803792303,0.24928181962076976,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,7.0,11.0,15.0,Cosmos-3M (11K65M),Cosmos 1114,Russia,3,0,1,40.0,13.0,0.7803829222624454,0.2196170777375546,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1979,7.0,6.0,8.0,Cosmos-3M (11K65M),Cosmos 1112,Russia,3,0,1,40.0,13.0,0.7665717334386721,0.23342826656132834,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,6.0,28.0,20.0,Cosmos-3M (11K65M),Cosmos 1110,Russia,3,0,1,40.0,13.0,0.8295695514570777,0.1704304485429222,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,6.0,27.0,18.0,Molniya-M /Block 2BL,Cosmos 1109,Russia,3,0,1,40.0,13.0,0.8232367121559874,0.1767632878440124,1
General Dynamics,StatusRetired,150.0,Success,USA,California,1979,6.0,27.0,15.0,Atlas-E/F Star-37S-ISS,NOAA-A,United States,3,0,1,17.0,16.0,0.47456839900990294,0.5254316009900971,0
Martin Marietta,StatusRetired,35.0,Success,USA,Florida,1979,6.0,10.0,13.0,Titan III(23)C,DSP-8,United States,3,0,1,34.0,16.0,0.42915605334487644,0.5708439466551236,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1979,1.0,,11.0,Cosmos-3M (11K65M),Bhaskara-1,Russia,3,0,1,40.0,13.0,0.8456062764261632,0.15439372357383688,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,6.0,5.0,23.0,Molniya-M /Block ML,Molniya-3 n†­80,Russia,3,0,1,40.0,13.0,0.8361393758351354,0.1638606241648644,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,5.0,31.0,17.0,Cosmos-3M (11K65M),Cosmos 1104,Russia,3,0,1,40.0,13.0,0.8277630867034815,0.17223691329651847,1
US Air Force,StatusRetired,59.0,Success,USA,California,1979,5.0,28.0,18.0,Titan III(24)B,OPS 7164,United States,3,0,1,49.0,16.0,0.7688901936172553,0.23110980638274456,1
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1979,5.0,4.0,18.0,Atlas-SLV3D Centaur-D1AR,FLTSATCOM-2,United States,3,0,1,17.0,16.0,0.4824111688381378,0.5175888311618622,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1979,4.0,25.0,10.0,Tsyklon-2,Cosmos 1096,Kazakhstan,3,0,1,40.0,9.0,0.7083891508346499,0.29161084916534985,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1979,4.0,18.0,12.0,Tsyklon-2,Cosmos 1094,Kazakhstan,3,0,1,40.0,9.0,0.7372684474481382,0.2627315525518616,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,4.0,14.0,5.0,Vostok-2M,Cosmos 1093,Russia,3,0,1,40.0,13.0,0.8602889997457637,0.13971100025423633,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,4.0,12.0,0.0,Molniya-M /Block ML,Molniya-1 n†­79,Russia,3,0,1,40.0,13.0,0.8861515629202796,0.11384843707971991,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,4.0,11.0,21.0,Cosmos-3M (11K65M),Cosmos 1092,Russia,3,0,1,40.0,13.0,0.8542381408237315,0.14576185917626833,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,4.0,7.0,6.0,Cosmos-3M (11K65M),Cosmos 1091,Russia,3,0,1,40.0,13.0,0.8589562267537237,0.1410437732462764,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,3.0,21.0,4.0,Cosmos-3M (11K65M),Cosmos 1089,Russia,3,0,1,40.0,13.0,0.8885987534202515,0.11140124657974812,1
Martin Marietta,StatusRetired,35.0,Success,USA,California,1979,3.0,16.0,18.0,Titan IIID,KH-9 & SSF-D-3,United States,3,0,1,34.0,16.0,0.44145810027413973,0.5585418997258603,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,3.0,15.0,2.0,Cosmos-3M (11K65M),Cosmos 1081 to 1088,Russia,3,0,1,40.0,13.0,0.8929341576165742,0.10706584238342552,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,3.0,1.0,18.0,Vostok-2M,Meteor-2 n†­5,Russia,3,0,1,40.0,13.0,0.8746801189617301,0.12531988103826985,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,1.0,,11.0,Cosmos-3M (11K65M),Intercosmos-19,Russia,3,0,1,40.0,13.0,0.8456062764261632,0.15439372357383688,1
General Dynamics,StatusRetired,150.0,Success,USA,California,1979,2.0,24.0,8.0,Atlas-E/F OIS,Solwind,United States,3,0,1,17.0,16.0,0.6669228661361714,0.33307713386382837,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,2.0,13.0,21.0,Vostok-2M,Cosmos 1077,Russia,3,0,1,40.0,13.0,0.8819531246163924,0.11804687538360786,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,2.0,12.0,13.0,Tsyklon-3,Cosmos 1076,Russia,3,0,1,40.0,13.0,0.8439030976192867,0.15609690238071358,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,2.0,8.0,10.0,Cosmos-3M (11K65M),Cosmos 1075,Russia,3,0,1,40.0,13.0,0.8408765439542265,0.15912345604577371,1
MHI,StatusRetired,90.0,Partial Failure,Japan,Tanegashima Space Center,1979,2.0,6.0,8.0,N-I Star-37E,Ayame 1,Japan,2,0,0,32.0,8.0,0.5756061537214048,0.42439384627859517,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1979,1.0,25.0,5.0,Vostok-2M,Meteor-Priroda n†­3,Kazakhstan,3,0,1,40.0,9.0,0.8298570139962081,0.170142986003792,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,1.0,18.0,15.0,Molniya-M /Block ML,Molniya-3 n†­78,Russia,3,0,1,40.0,13.0,0.865181621390001,0.13481837860999873,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1979,1.0,16.0,17.0,Cosmos-3M (11K65M),Cosmos 1072,Russia,3,0,1,40.0,13.0,0.8719981527409296,0.12800184725907043,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,12.0,28.0,16.0,Soyuz U,Cosmos 1069,Russia,3,0,1,40.0,13.0,0.6224784217285467,0.37752157827145316,1
RVSN USSR,StatusRetired,150.0,Partial Failure,Russia,Plesetsk Cosmodrome,1978,12.0,26.0,15.0,Soyuz U,Cosmos 1068,Russia,2,0,0,40.0,13.0,0.5938666276153737,0.4061333723846263,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,12.0,26.0,13.0,Cosmos-3M (11K65M),Cosmos 1067,Russia,3,0,1,40.0,13.0,0.6163961070074183,0.3836038929925821,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,1.0,,11.0,Vostok-2M,Cosmos 1066,Russia,3,0,1,40.0,13.0,0.8456062764261632,0.15439372357383688,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1978,12.0,22.0,22.0,Cosmos-3M (11K65M),Cosmos 1065,Russia,3,0,1,40.0,13.0,0.5905807094145127,0.4094192905854872,1
RVSN USSR,StatusRetired,150.0,Partial Failure,Russia,Plesetsk Cosmodrome,1978,12.0,20.0,20.0,Cosmos-3M (11K65M),Cosmos 1064,Russia,2,0,0,40.0,13.0,0.605776235560888,0.39422376443911183,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,12.0,19.0,1.0,Vostok-2M,Cosmos 1063,Russia,3,0,1,40.0,13.0,0.895883983566883,0.10411601643311687,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,12.0,15.0,13.0,Cosmos-3M (11K65M),Cosmos 1062,Russia,3,0,1,40.0,13.0,0.6163961070074183,0.3836038929925821,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,12.0,14.0,15.0,Soyuz U,Cosmos 1061,Russia,3,0,1,40.0,13.0,0.5938666276153737,0.4061333723846263,1
Martin Marietta,StatusRetired,35.0,Success,USA,Florida,1978,12.0,14.0,0.0,Titan III(23)C,DSCS-II 11&12,United States,3,0,1,34.0,16.0,0.987456518789852,0.012543481210147877,1
General Dynamics,StatusRetired,150.0,Success,USA,California,1978,12.0,11.0,3.0,Atlas-E/F SGS-1,GPS-4,United States,3,0,1,17.0,16.0,0.6540943693641502,0.3459056306358495,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1978,12.0,8.0,9.0,Soyuz U,Cosmos 1060,Kazakhstan,3,0,1,40.0,9.0,0.7857893709685938,0.21421062903140584,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,12.0,7.0,15.0,Soyuz U,Cosmos 1059,Russia,3,0,1,40.0,13.0,0.5938666276153737,0.4061333723846263,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,12.0,5.0,18.0,Cosmos-3M (11K65M),Cosmos 1051 to 1058,Russia,3,0,1,40.0,13.0,0.6237838830453514,0.37621611695464835,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,11.0,28.0,16.0,Soyuz U,Cosmos 1050,Russia,3,0,1,40.0,13.0,0.6869278119054113,0.3130721880945887,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,11.0,21.0,12.0,Soyuz U,Cosmos 1049,Russia,3,0,1,40.0,13.0,0.6700229402526555,0.3299770597473445,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,11.0,16.0,21.0,Cosmos-3M (11K65M),Cosmos 1048,Russia,3,0,1,40.0,13.0,0.7172498879356665,0.2827501120643334,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,11.0,15.0,11.0,Soyuz U,Cosmos 1047,Russia,3,0,1,40.0,13.0,0.6684683850073742,0.3315316149926259,1
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1978,11.0,13.0,5.0,Atlas-SLV3D Centaur-D1AR,HEAO-2,United States,3,0,1,17.0,16.0,0.5962408943602006,0.4037591056397995,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,11.0,1.0,12.0,Soyuz U,Cosmos 1046,Russia,3,0,1,40.0,13.0,0.6700229402526555,0.3299770597473445,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1978,1.0,,11.0,Molniya-M /Block SO-L,Prognoz n†­7,Kazakhstan,3,0,1,40.0,9.0,0.8086270617320414,0.19137293826795865,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,10.0,26.0,7.0,Tsyklon-3,Cosmos 1045 & Radio 1 and 2,Russia,3,0,1,40.0,13.0,0.7751876672513328,0.2248123327486673,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,1.0,,11.0,Cosmos-3M (11K65M),Intercosmos-18 & Magion 1,Russia,3,0,1,40.0,13.0,0.8456062764261632,0.15439372357383688,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,10.0,17.0,15.0,Soyuz U,Cosmos 1044,Russia,3,0,1,40.0,13.0,0.7491463480711841,0.25085365192881603,1
General Dynamics,StatusRetired,150.0,Success,USA,California,1978,10.0,13.0,11.0,Atlas-E/F Star-37S-ISS,Tiros-N,United States,3,0,1,17.0,16.0,0.6268058206321546,0.3731941793678453,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,10.0,13.0,5.0,Molniya-M /Block ML,Molniya-3 n†­77,Russia,3,0,1,40.0,13.0,0.7756133268156487,0.22438667318435146,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,10.0,10.0,19.0,Vostok-2M,Cosmos 1043,Russia,3,0,1,40.0,13.0,0.7659956587228387,0.23400434127716152,1
General Dynamics,StatusRetired,150.0,Success,USA,California,1978,10.0,7.0,0.0,Atlas-E/F SGS-1,GPS-3,United States,3,0,1,17.0,16.0,0.7915745601433651,0.20842543985663486,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,10.0,6.0,15.0,Soyuz U,Cosmos 1042,Russia,3,0,1,40.0,13.0,0.7491463480711841,0.25085365192881603,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,10.0,4.0,3.0,Cosmos-3M (11K65M),Cosmos 1034 to 1041,Russia,3,0,1,40.0,13.0,0.80263906051475,0.1973609394852505,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,10.0,3.0,11.0,Soyuz U,Cosmos 1033,Russia,3,0,1,40.0,13.0,0.7179742513903639,0.28202574860963625,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,9.0,19.0,8.0,Soyuz U,Cosmos 1032,Russia,3,0,1,40.0,13.0,0.7388147415275447,0.2611852584724557,1
ISAS,StatusRetired,150.0,Success,Japan,Uchinoura Space Center,1978,9.0,16.0,5.0,Mu-III H,Jikiken,Japan,3,0,1,22.0,8.0,0.7491331965880206,0.250866803411979,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,9.0,9.0,15.0,Soyuz U,Cosmos 1031,Russia,3,0,1,40.0,13.0,0.7609027607490204,0.23909723925097956,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,9.0,6.0,3.0,Molniya-M /Block 2BL,Cosmos 1030,Russia,3,0,1,40.0,13.0,0.7967672541180976,0.20323274588190265,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,8.0,29.0,15.0,Soyuz U,Cosmos 1029,Russia,3,0,1,40.0,13.0,0.7672766641289738,0.23272333587102612,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,8.0,22.0,23.0,Molniya-M /Block ML,Molniya-1 n†­76,Russia,3,0,1,40.0,13.0,0.8064901776532765,0.19350982234672334,1
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1978,8.0,8.0,7.0,Atlas-SLV3D Centaur-D1AR,Pioneer Venus Multiprobe,United States,3,0,1,17.0,16.0,0.4344416609133056,0.5655583390866945,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,8.0,5.0,15.0,Soyuz U,Cosmos 1028,Russia,3,0,1,40.0,13.0,0.7672766641289738,0.23272333587102612,1
Martin Marietta,StatusRetired,35.0,Success,USA,California,1978,1.0,,11.0,Titan III(34)B Agena-D,Quasar 3,United States,3,0,1,34.0,16.0,0.5560466043574444,0.4439533956425555,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,7.0,27.0,4.0,Cosmos-3M (11K65M),Cosmos 1027,Russia,3,0,1,40.0,13.0,0.8252298311750326,0.174770168824968,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,7.0,14.0,15.0,Molniya-M /Block ML,Molniya-1 n†­75,Russia,3,0,1,40.0,13.0,0.7803829222624454,0.2196170777375546,1
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1978,6.0,29.0,22.0,Atlas-SLV3D Centaur-D1AR,Comstar D3,United States,3,0,1,17.0,16.0,0.49968846069560174,0.5003115393043982,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,6.0,28.0,17.0,Tsyklon-3,Cosmos 1025,Russia,3,0,1,40.0,13.0,0.8179840706341067,0.18201592936589325,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,6.0,28.0,2.0,Molniya-M /Block 2BL,Cosmos 1024,Russia,3,0,1,40.0,13.0,0.8464313094424052,0.1535686905575949,1
General Dynamics,StatusRetired,150.0,Success,USA,California,1978,6.0,27.0,1.0,Atlas-E/F Agena D,Seasat,United States,3,0,1,17.0,16.0,0.4169729633606433,0.5830270366393565,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,6.0,21.0,9.0,Cosmos-3M (11K65M),Cosmos 1023,Russia,3,0,1,40.0,13.0,0.808553949069843,0.19144605093015715,1
Martin Marietta,StatusRetired,35.0,Success,USA,California,1978,6.0,14.0,18.0,Titan IIID,KH-11,United States,3,0,1,34.0,16.0,0.44733616357870015,0.5526638364212999,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,6.0,12.0,10.0,Soyuz U,Cosmos 1022,Russia,3,0,1,40.0,13.0,0.7893043559422246,0.21069564405777558,1
Martin Marietta,StatusRetired,35.0,Success,USA,Florida,1978,6.0,10.0,19.0,Titan III(23)C,OPS-9454 (vortex),United States,3,0,1,34.0,16.0,0.42363764877493293,0.576362351225067,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1978,6.0,10.0,8.0,Soyuz U,Cosmos 1021,Kazakhstan,3,0,1,40.0,9.0,0.7506821729033738,0.24931782709662595,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,6.0,7.0,22.0,Cosmos-3M (11K65M),Cosmos 1013 to 1020,Russia,3,0,1,40.0,13.0,0.8417390564204349,0.1582609435795649,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,6.0,2.0,12.0,Molniya-M /Block ML,Molniya-1 n†­74,Russia,3,0,1,40.0,13.0,0.7925290875854594,0.20747091241454052,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,5.0,23.0,16.0,Cosmos-3M (11K65M),Cosmos 1011,Russia,3,0,1,40.0,13.0,0.8242083438403278,0.17579165615967213,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,5.0,23.0,7.0,Soyuz U,Cosmos 1010,Russia,3,0,1,40.0,13.0,0.8565512975141171,0.1434487024858832,1
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1978,5.0,20.0,13.0,Atlas-SLV3D Centaur-D1AR,Pioneer Venus Orbiter,United States,3,0,1,17.0,16.0,0.4865637355296883,0.5134362644703118,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1978,5.0,19.0,0.0,Tsyklon-2,Cosmos 1009,Kazakhstan,3,0,1,40.0,9.0,0.8904442653599557,0.10955573464004416,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,5.0,17.0,14.0,Cosmos-3M (11K65M),Cosmos 1008,Russia,3,0,1,40.0,13.0,0.8104086480640122,0.1895913519359879,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,5.0,16.0,10.0,Soyuz U,Cosmos 1007,Russia,3,0,1,40.0,13.0,0.8022052451072266,0.19779475489277368,1
General Dynamics,StatusRetired,150.0,Success,USA,California,1978,5.0,13.0,10.0,Atlas-E/F SGS-1,GPS-2,United States,3,0,1,17.0,16.0,0.4852243384013415,0.5147756615986586,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,5.0,12.0,11.0,Cosmos-3M (11K65M),Cosmos 1006,Russia,3,0,1,40.0,13.0,0.8054855502891933,0.19451444971080697,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,5.0,12.0,4.0,Vostok-2M,Cosmos 1005,Russia,3,0,1,40.0,13.0,0.8593783672206164,0.14062163277938364,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,5.0,5.0,15.0,Soyuz U,Cosmos 1004,Russia,3,0,1,40.0,13.0,0.8236161223790556,0.1763838776209444,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,4.0,20.0,15.0,Soyuz U,Cosmos 1003,Russia,3,0,1,40.0,13.0,0.834820970454278,0.16517902954572194,1
CASC,StatusRetired,30.8,Success,China,Jiuquan Satellite Launch Center,1978,4.0,15.0,16.0,Feng Bao 1,DDDS 2,China,3,0,1,7.0,2.0,0.20819579141693056,0.7918042085830697,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1978,4.0,7.0,0.0,Atlas-SLV3A Agena-D,OPS-8790 (Aquacade-4),United States,3,0,1,17.0,16.0,0.7375007898949387,0.26249921010506105,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1978,4.0,6.0,9.0,Soyuz U,Cosmos 1002,Kazakhstan,3,0,1,40.0,9.0,0.7207022922435542,0.2792977077564455,1
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1978,3.0,31.0,23.0,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F6,United States,3,0,1,17.0,16.0,0.5550951116892913,0.4449048883107087,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,3.0,31.0,14.0,Cosmos-3M (11K65M),Cosmos 1000,Russia,3,0,1,40.0,13.0,0.8532465019551779,0.1467534980448223,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1978,3.0,30.0,7.0,Soyuz U,Cosmos 999,Kazakhstan,3,0,1,40.0,9.0,0.7817345281367668,0.21826547186323272,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,3.0,28.0,1.0,Cosmos-3M (11K65M),Cosmos 996,Russia,3,0,1,40.0,13.0,0.8882821518521024,0.11171784814789729,1
Martin Marietta,StatusRetired,35.0,Failure,USA,Florida,1978,3.0,25.0,18.0,Titan III(23)C,DSCS-II 9&10,United States,0,0,0,34.0,16.0,0.43621820128424066,0.5637817987157593,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,3.0,17.0,10.0,Soyuz U,Cosmos 995,Russia,3,0,1,40.0,13.0,0.8423161173975241,0.15768388260247612,1
Martin Marietta,StatusRetired,35.0,Success,USA,California,1978,3.0,16.0,18.0,Titan IIID,KH-9 & SSF-D-2,United States,3,0,1,34.0,16.0,0.43621820128424066,0.5637817987157593,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,3.0,15.0,15.0,Cosmos-3M (11K65M),Cosmos 994,Russia,3,0,1,40.0,13.0,0.8630860024670765,0.13691399753292346,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,3.0,10.0,10.0,Soyuz U,Cosmos 993,Russia,3,0,1,40.0,13.0,0.8423161173975241,0.15768388260247612,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1978,3.0,4.0,7.0,Soyuz U,Cosmos 992,Kazakhstan,3,0,1,40.0,9.0,0.7817345281367668,0.21826547186323272,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,3.0,2.0,22.0,Molniya-M /Block ML,Molniya-1 n†­73,Russia,3,0,1,40.0,13.0,0.8882049978840949,0.11179500211590522,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,2.0,28.0,6.0,Cosmos-3M (11K65M),Cosmos 991,Russia,3,0,1,40.0,13.0,0.8684239085475594,0.13157609145244067,1
Martin Marietta,StatusRetired,35.0,Success,USA,California,1978,2.0,25.0,5.0,Titan III(34)B Agena-D,Jumpseat 5,United States,3,0,1,34.0,16.0,0.8693882128466232,0.13061178715337676,1
General Dynamics,StatusRetired,150.0,Success,USA,California,1978,2.0,22.0,23.0,Atlas-E/F SGS-1,GPS-1,United States,3,0,1,17.0,16.0,0.6458123357569951,0.3541876642430048,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,2.0,17.0,16.0,Cosmos-3M (11K65M),Cosmos 990,Russia,3,0,1,40.0,13.0,0.8641069788273124,0.13589302117268787,1
MHI,StatusRetired,90.0,Success,Japan,Tanegashima Space Center,1978,2.0,16.0,4.0,N-I,Ume 2,Japan,3,0,1,32.0,8.0,0.7980314037898194,0.20196859621018068,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1978,2.0,14.0,9.0,Soyuz U,Cosmos 989,Kazakhstan,3,0,1,40.0,9.0,0.7227178932957157,0.27728210670428427,1
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1978,2.0,9.0,21.0,Atlas-SLV3D Centaur-D1AR,FLTSATCOM-1,United States,3,0,1,17.0,16.0,0.6578616566819551,0.3421383433180448,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,2.0,8.0,12.0,Soyuz U,Cosmos 988,Russia,3,0,1,40.0,13.0,0.8433380255532154,0.1566619744467848,1
ISAS,StatusRetired,150.0,Success,Japan,Uchinoura Space Center,1978,2.0,4.0,7.0,Mu-III H,Kyokko,Japan,3,0,1,22.0,8.0,0.8526812393019134,0.1473187606980864,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,1.0,31.0,14.0,Soyuz U,Cosmos 987,Russia,3,0,1,40.0,13.0,0.8548431533049207,0.14515684669507956,1
CASC,StatusRetired,30.8,Success,China,Jiuquan Satellite Launch Center,1978,1.0,26.0,4.0,Long March 2,FSW-0 No.3,China,3,0,1,7.0,2.0,0.6227605538447202,0.37723944615528004,1
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1978,1.0,24.0,9.0,Soyuz U,Cosmos 986,Kazakhstan,3,0,1,40.0,9.0,0.7678583718046996,0.23214162819530046,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,1.0,24.0,6.0,Molniya-M /Block ML,Molniya-3 n†­72,Russia,3,0,1,40.0,13.0,0.8586068615197786,0.14139313848022156,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,1.0,17.0,3.0,Cosmos-3M (11K65M),Cosmos 985,Russia,3,0,1,40.0,13.0,0.8878197562912772,0.11218024370872257,1
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1978,1.0,13.0,15.0,Soyuz U,Cosmos 984,Russia,3,0,1,40.0,13.0,0.865181621390001,0.13481837860999873,1
