Tipo_Combustivel,Ano,Pais_Lancamento,Nome_Satellites_Carga,Dia,Probabilidade_Falha_IA,Status_do_Foguete,Idade_da_Empresa,Nome_da_Empresa,Capacidade_Maxima_LEO_KG,Foguete_Reutilizavel,Peso_Real_da_Carga_KG,Status_da_Missao,Previsao_IA_Status,Mes,Regiao_Lancamento,Tipo_de_Missao,Probabilidade_Sucesso_IA,Hora,Custo_da_Missao,Setor_da_Empresa,Orbita_Destino,Modelo_Foguete,Latitude,Longitude
Não Informado,1993,Russia,Meteor-2 n†­21 & Temisat,31,0.0879689086649466,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,8,Plesetsk Cosmodrome,Não Informado,0.9120310913350532,4.0,41.8,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1993,Usa,USA-94 (GPS IIA-13),30,0.034445713049191,StatusRetired,-13.0,Boeing,0.0,0,0.0,Success,1,8,Florida,Não Informado,0.9655542869508088,12.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1993,Russia,Cosmos 2261,10,0.2998982694721476,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,8,Plesetsk Cosmodrome,Não Informado,0.7001017305278526,14.0,41.8,Civil,Não Informado,Molniya-M /Block 2BL,62.93,40.57
Não Informado,1993,Usa,NOAA-I,9,0.4887188421393329,StatusRetired,41.0,General Dynamics,0.0,0,0.0,Success,1,8,California,Não Informado,0.5112811578606671,10.0,41.8,Commercial,Não Informado,Atlas-E/F Star-37S-ISS,34.63,-120.61
Não Informado,1993,Russia,Molniya-3 n†­159,4,0.0630454383216539,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,8,Plesetsk Cosmodrome,Não Informado,0.936954561678346,0.0,41.8,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Não Informado,1993,Usa,SLDCOM & 3x NOSS,2,0.7148281938429846,StatusRetired,-13.0,Martin Marietta,0.0,0,0.0,Failure,0,8,California,Não Informado,0.2851718061570153,19.0,35.0,Commercial,Não Informado,Titan IV(403)A,34.63,-120.61
Não Informado,1993,France,"Hispasat 1B, Insat-2B",22,0.28006283053942,StatusRetired,13.0,Arianespace,0.0,0,0.0,Success,1,7,French Guiana,Não Informado,0.7199371694605801,22.0,200.0,Commercial,Não Informado,Ariane 44L,5.24,-52.77
Não Informado,1993,Usa,USA-93 (DSCS IIIB-9),19,0.4108791600412055,StatusRetired,41.0,General Dynamics,0.0,0,0.0,Success,1,7,Florida,Não Informado,0.589120839958794,22.0,41.8,Commercial,Não Informado,Atlas II,28.56,-80.58
Não Informado,1993,Kazakhstan,Cosmos 2258,7,0.1289586204013403,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,7,Baikonur Cosmodrome,Não Informado,0.8710413795986602,7.0,41.8,Civil,Não Informado,Tsyklon-2,45.92,63.34
Não Informado,1993,Usa,USA-92 (GPS IIA-12)/PMG,26,0.0352047923026281,StatusRetired,-13.0,Boeing,0.0,0,0.0,Success,1,6,Florida,Não Informado,0.9647952076973716,13.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1993,France,Galaxy-4,25,0.0693469967862125,StatusRetired,13.0,Arianespace,0.0,0,0.0,Success,1,6,French Guiana,Não Informado,0.9306530032137874,0.0,200.0,Commercial,Não Informado,Ariane 44P,5.24,-52.77
Não Informado,1993,Russia,Cosmos 2252 to 2257,24,0.1132830042262536,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,6,Plesetsk Cosmodrome,Não Informado,0.8867169957737463,4.0,41.8,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1993,Usa,STS-57,21,0.0563868515756675,StatusRetired,35.0,NASA,0.0,0,0.0,Success,1,6,Florida,Não Informado,0.9436131484243322,13.0,450.0,Civil,Não Informado,Space Shuttle Endeavour,28.56,-80.58
Lox/Rp-1,1993,Russia,Cosmos 2251,16,0.1132830042262536,StatusRetired,1.0,VKS RF,680.0,0,0.0,Success,1,6,Plesetsk Cosmodrome,Não Informado,0.8867169957737463,4.0,41.8,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1993,Russia,Molniya-1 n†­158,26,0.1074912933446919,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,5,Plesetsk Cosmodrome,Não Informado,0.892508706655308,3.0,41.8,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Não Informado,1993,Usa,USA-91 (GPS IIA-11),13,0.0318871628839373,StatusRetired,-13.0,Boeing,0.0,0,0.0,Success,1,5,Florida,Não Informado,0.9681128371160626,0.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1993,France,"Astra 1C, Arsene",12,0.1357315689813963,StatusRetired,13.0,Arianespace,0.0,0,0.0,Success,1,5,French Guiana,Não Informado,0.8642684310186037,0.0,200.0,Commercial,Não Informado,Ariane 42L,5.24,-52.77
Não Informado,1993,Russia,Cosmos 2245 to 2250,11,0.3172881907462728,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,5,Plesetsk Cosmodrome,Não Informado,0.6827118092537275,14.0,41.8,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1993,Kazakhstan,Cosmos 2244,28,0.0887348113585918,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,4,Baikonur Cosmodrome,Não Informado,0.9112651886414084,3.0,41.8,Civil,Não Informado,Tsyklon-2,45.92,63.34
Não Informado,1993,Usa,STS-55,26,0.0618531804753905,StatusRetired,35.0,NASA,0.0,0,0.0,Success,1,4,Florida,Não Informado,0.9381468195246092,14.0,450.0,Civil,Não Informado,Space Shuttle Columbia,28.56,-80.58
Não Informado,1993,Usa,ALEXIS,25,0.6650644089959561,StatusRetired,-3.0,Northrop,0.0,0,0.0,Success,0,4,California,Não Informado,0.3349355910040436,13.0,40.0,Não Informado,Não Informado,Pegasus,34.63,-120.61
Não Informado,1993,Russia,Molniya-3 n†­157,21,0.0729376703400009,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,4,Plesetsk Cosmodrome,Não Informado,0.9270623296599992,0.0,41.8,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Não Informado,1993,Russia,Cosmos 2242,16,0.1014591434787193,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,4,Plesetsk Cosmodrome,Não Informado,0.8985408565212805,7.0,41.8,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1993,Russia,Cosmos 2340,9,0.2268642541882899,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,4,Plesetsk Cosmodrome,Não Informado,0.7731357458117102,8.0,41.8,Civil,Não Informado,Molniya-M /Block 2BL,62.93,40.57
Não Informado,1993,Usa,STS-56,8,0.0388734731367006,StatusRetired,35.0,NASA,0.0,0,0.0,Success,1,4,Florida,Não Informado,0.9611265268632992,5.0,450.0,Civil,Não Informado,Space Shuttle Discovery,28.56,-80.58
Não Informado,1993,Russia,Cosmos 2241,6,0.2231675821768602,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,4,Plesetsk Cosmodrome,Não Informado,0.7768324178231397,19.0,41.8,Civil,Não Informado,Molniya-M /Block 2BL,62.93,40.57
Lox/Rp-1,1993,Russia,Cosmos 2239,1,0.2392409466282528,StatusRetired,1.0,VKS RF,680.0,0,0.0,Success,1,4,Plesetsk Cosmodrome,Não Informado,0.760759053371747,18.0,41.8,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1993,Kazakhstan,Cosmos 2238,30,0.2225822936488586,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,3,Baikonur Cosmodrome,Não Informado,0.7774177063511415,12.0,41.8,Civil,Não Informado,Tsyklon-2,45.92,63.34
Não Informado,1993,Usa,USA-90 (GPS IIA-10)/SEDS-1,30,0.0148461936093056,StatusRetired,-13.0,Boeing,0.0,0,0.0,Success,1,3,Florida,Não Informado,0.9851538063906944,3.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Lox/Rp-1,1993,Kazakhstan,Cosmos 2237,26,0.0757215129435835,StatusRetired,1.0,VKS RF,6232.0,0,0.0,Success,1,3,Baikonur Cosmodrome,Não Informado,0.9242784870564168,2.0,41.8,Civil,Não Informado,Zenit-2,45.92,63.34
Não Informado,1993,Usa,UHF F1,25,0.3988635073138528,StatusRetired,41.0,General Dynamics,0.0,0,0.0,Failure,1,3,Florida,Não Informado,0.601136492686147,21.0,41.8,Commercial,Não Informado,Atlas I,28.56,-80.58
Não Informado,1993,Russia,EKA-1,25,0.3114266059960091,StatusActive,-3.0,MITT,0.0,0,0.0,Success,1,3,Plesetsk Cosmodrome,Não Informado,0.6885733940039908,13.0,41.8,Não Informado,Não Informado,Start-1,62.93,40.57
Não Informado,1993,Russia,Cosmos 2242,16,0.0961593962628575,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,3,Plesetsk Cosmodrome,Não Informado,0.9038406037371424,7.0,41.8,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1993,Japan,Asuka,20,0.1868824335205576,StatusRetired,-3.0,ISAS,0.0,0,0.0,Success,1,2,Uchinoura Space Center,Não Informado,0.8131175664794423,2.0,41.8,Não Informado,Não Informado,Mu-III S2,31.25,131.08
Não Informado,1993,Usa,SCD-1,9,0.6497079826881685,StatusRetired,-3.0,Northrop,0.0,0,0.0,Success,0,2,Florida,Não Informado,0.3502920173118313,14.0,40.0,Não Informado,Não Informado,Pegasus,28.56,-80.58
Lox/Rp-1,1993,Russia,Cosmos 2233,9,0.0584101223415125,StatusRetired,1.0,VKS RF,680.0,0,0.0,Success,1,2,Plesetsk Cosmodrome,Não Informado,0.9415898776584872,2.0,41.8,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1993,Usa,USA-88 (GPS IIA-9),3,0.0207230991129607,StatusRetired,-13.0,Boeing,0.0,0,0.0,Success,1,2,Florida,Não Informado,0.9792769008870392,2.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1993,Russia,Cosmos 2232,26,0.2240607363394094,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,1,Plesetsk Cosmodrome,Não Informado,0.7759392636605907,15.0,41.8,Civil,Não Informado,Molniya-M /Block 2BL,62.93,40.57
Não Informado,1993,Usa,STS-54,13,0.0707917036200595,StatusRetired,35.0,NASA,0.0,0,0.0,Success,1,1,Florida,Não Informado,0.9292082963799402,13.0,450.0,Civil,Não Informado,Space Shuttle Endeavour,28.56,-80.58
Não Informado,1993,Russia,Molniya-1 n†­156,13,0.0679034260809599,StatusRetired,1.0,VKS RF,0.0,0,0.0,Success,1,1,Plesetsk Cosmodrome,Não Informado,0.93209657391904,1.0,41.8,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Lox/Rp-1,1993,Russia,Cosmos 2230,12,0.2206017128680808,StatusRetired,1.0,VKS RF,680.0,0,0.0,Success,1,1,Plesetsk Cosmodrome,Não Informado,0.7793982871319195,11.0,41.8,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1992,Russia,Cosmos 2228,25,0.1282287695276658,StatusRetired,0.0,VKS RF,0.0,0,0.0,Success,1,12,Plesetsk Cosmodrome,Não Informado,0.8717712304723341,20.0,41.8,Civil,Não Informado,Tsyklon-3,62.93,40.57
Lox/Rp-1,1992,Kazakhstan,Cosmos 2227,25,0.0469113435728375,StatusRetired,0.0,VKS RF,6232.0,0,0.0,Success,1,12,Baikonur Cosmodrome,Não Informado,0.9530886564271628,5.0,41.8,Civil,Não Informado,Zenit-2,45.92,63.34
Não Informado,1992,Russia,Cosmos 2226,22,0.2208973070784667,StatusRetired,0.0,VKS RF,0.0,0,0.0,Success,1,12,Plesetsk Cosmodrome,Não Informado,0.7791026929215334,12.0,41.8,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1992,China,Optus-B2,21,0.7895979562311292,StatusRetired,36.0,CASC,0.0,0,0.0,Failure,0,12,Xichang Satellite Launch Center,Não Informado,0.2104020437688705,11.0,30.8,Commercial,Não Informado,Long March 2E,28.24,102.02
Não Informado,1992,Usa,USA-87 (GPS IIA-8),18,0.0541611374526988,StatusRetired,-14.0,Boeing,0.0,0,0.0,Success,1,12,Florida,Não Informado,0.9458388625473008,22.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1992,Usa,STS-53,2,0.0507101502037728,StatusRetired,34.0,NASA,0.0,0,0.0,Success,1,12,Florida,Não Informado,0.9492898497962272,13.0,450.0,Civil,Não Informado,Space Shuttle Discovery,28.56,-80.58
Não Informado,1992,Russia,Molniya-3 n†­155,2,0.0332616284834631,StatusRetired,0.0,VKS RF,0.0,0,0.0,Success,1,12,Plesetsk Cosmodrome,Não Informado,0.9667383715165366,1.0,41.8,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Não Informado,1992,France,Superbird A1,1,0.3156393703600095,StatusRetired,12.0,Arianespace,0.0,0,0.0,Success,1,12,French Guiana,Não Informado,0.6843606296399904,22.0,200.0,Commercial,Não Informado,Ariane 42P,5.24,-52.77
Não Informado,1992,Usa,KH-11 Kennen,28,0.4179297001537292,StatusRetired,-14.0,Martin Marietta,0.0,0,0.0,Success,1,11,California,Não Informado,0.5820702998462707,21.0,35.0,Commercial,Não Informado,Titan IV(404)A,34.63,-120.61
Não Informado,1992,Russia,Cosmos 2222,25,0.3024642262202938,StatusRetired,0.0,VKS RF,0.0,0,0.0,Success,1,11,Plesetsk Cosmodrome,Não Informado,0.6975357737797064,12.0,41.8,Civil,Não Informado,Molniya-M /Block 2BL,62.93,40.57
Não Informado,1992,Russia,Cosmos 2221,24,0.0849818045308694,StatusRetired,0.0,VKS RF,0.0,0,0.0,Success,1,11,Plesetsk Cosmodrome,Não Informado,0.9150181954691304,4.0,41.8,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1992,Usa,USA-85 (GPS IIA-7),22,0.0501595541253669,StatusRetired,-14.0,Boeing,0.0,0,0.0,Success,1,11,Florida,Não Informado,0.9498404458746332,23.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1992,Russia,Cosmos 2217,21,0.292105174537991,StatusRetired,0.0,VKS RF,0.0,0,0.0,Success,1,11,Plesetsk Cosmodrome,Não Informado,0.7078948254620091,10.0,41.8,Civil,Não Informado,Molniya-M /Block 2BL,62.93,40.57
Lox/Rp-1,1992,Kazakhstan,Cosmos 2219,17,0.0911249637951717,StatusRetired,0.0,VKS RF,6232.0,0,0.0,Success,1,11,Baikonur Cosmodrome,Não Informado,0.9088750362048288,7.0,41.8,Civil,Não Informado,Zenit-2,45.92,63.34
Lox/Rp-1,1992,Russia,Cosmos 2218,29,0.3015239611053673,StatusRetired,0.0,VKS RF,680.0,0,0.0,Success,1,10,Plesetsk Cosmodrome,Não Informado,0.6984760388946328,10.0,41.8,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1992,France,Galaxy-7,28,0.0211233888083877,StatusRetired,12.0,Arianespace,0.0,0,0.0,Success,1,10,French Guiana,Não Informado,0.9788766111916122,0.0,200.0,Commercial,Não Informado,Ariane 42P,5.24,-52.77
Não Informado,1992,Usa,STS-52,22,0.0729974156776972,StatusRetired,34.0,NASA,0.0,0,0.0,Success,1,10,Florida,Não Informado,0.9270025843223024,17.0,450.0,Civil,Não Informado,Space Shuttle Columbia,28.56,-80.58
Não Informado,1992,Russia,Cosmos 2211 to 2216,20,0.299885415402976,StatusRetired,0.0,VKS RF,0.0,0,0.0,Success,1,10,Plesetsk Cosmodrome,Não Informado,0.7001145845970244,12.0,41.8,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1992,Russia,Molniya-3 n†­154,14,0.2303653636462787,StatusRetired,0.0,VKS RF,0.0,0,0.0,Success,1,10,Plesetsk Cosmodrome,Não Informado,0.7696346363537211,19.0,41.8,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Não Informado,1992,Usa,DFS Kopernikus 3,12,0.0201498060143474,StatusRetired,-14.0,Boeing,0.0,0,0.0,Success,1,10,Florida,Não Informado,0.9798501939856524,9.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Lox/Rp-1,1992,China,"FSW-1 No.4, Freja",6,0.0559001515180593,StatusActive,36.0,CASC,1746.0,0,0.0,Success,1,10,Jiuquan Satellite Launch Center,Não Informado,0.9440998484819404,6.0,30.8,Commercial,Não Informado,Long March 2C,40.96,100.28
Não Informado,1992,Usa,Mars Observer,25,0.3162825922751687,StatusRetired,-14.0,Martin Marietta,0.0,0,0.0,Success,1,9,Florida,Não Informado,0.6837174077248314,17.0,136.6,Commercial,Não Informado,Commercial Titan III,28.56,-80.58
Não Informado,1992,Usa,STS-47,12,0.0644539612852706,StatusRetired,34.0,NASA,0.0,0,0.0,Success,1,9,Florida,Não Informado,0.9355460387147287,14.0,450.0,Civil,Não Informado,Space Shuttle Endeavour,28.56,-80.58
Não Informado,1992,France,"Hispasat 1A, Satcom C3",10,0.1008503640643343,StatusRetired,12.0,Arianespace,0.0,0,0.0,Success,1,9,French Guiana,Não Informado,0.8991496359356654,23.0,200.0,Commercial,Não Informado,Ariane 44LP,5.24,-52.77
Não Informado,1992,Usa,USA-84 (GPS IIA-6),9,0.0233292941652448,StatusRetired,-14.0,Boeing,0.0,0,0.0,Success,1,9,Florida,Não Informado,0.9766707058347552,8.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1992,Usa,Galaxy 1R,22,0.5319530891779152,StatusRetired,40.0,General Dynamics,0.0,0,0.0,Failure,0,8,Florida,Não Informado,0.4680469108220847,22.0,150.0,Commercial,Não Informado,Atlas I,28.56,-80.58
Não Informado,1992,China,Optus-B1,13,0.3849158803529112,StatusRetired,36.0,CASC,0.0,0,0.0,Success,1,8,Xichang Satellite Launch Center,Não Informado,0.6150841196470885,23.0,30.8,Commercial,Não Informado,Long March 2E,28.24,102.02
Lox/Rp-1,1992,Russia,Cosmos 2208,12,0.1082296468473579,StatusRetired,0.0,VKS RF,680.0,0,0.0,Success,1,8,Plesetsk Cosmodrome,Não Informado,0.891770353152642,5.0,41.8,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1992,France,"TOPEX/Poseidon, Oscar 23, S80/T",10,0.1015813582163811,StatusRetired,12.0,Arianespace,0.0,0,0.0,Success,1,8,French Guiana,Não Informado,0.8984186417836186,23.0,200.0,Commercial,Não Informado,Ariane 42P,5.24,-52.77
Lox/Lh2,1992,China,FSW-2 No.1,9,0.1563202373551516,StatusActive,36.0,CASC,1587.0,0,0.0,Success,1,8,Jiuquan Satellite Launch Center,Não Informado,0.8436797626448483,8.0,29.75,Commercial,Não Informado,Long March 2D,40.96,100.28
Não Informado,1992,Russia,Molniya-1 n†­153,6,0.2442033557488641,StatusRetired,0.0,VKS RF,0.0,0,0.0,Success,1,8,Plesetsk Cosmodrome,Não Informado,0.755796644251136,19.0,41.8,Civil,Não Informado,Molniya-M /Block NVL,62.93,40.57
Não Informado,1992,Usa,STS-46,31,0.0627506386193586,StatusRetired,34.0,NASA,0.0,0,0.0,Success,1,7,Florida,Não Informado,0.9372493613806412,13.0,450.0,Civil,Não Informado,Space Shuttle Atlantis,28.56,-80.58
Não Informado,1992,Usa,GEOTAIL,24,0.0469972774813005,StatusRetired,-14.0,Boeing,0.0,0,0.0,Success,1,7,Florida,Não Informado,0.9530027225186992,14.0,164.0,Commercial,Não Informado,Delta II 6925,28.56,-80.58
Não Informado,1992,Usa,Satcom C4,24,0.0329074602139439,StatusRetired,-14.0,Boeing,0.0,0,0.0,Success,1,7,Florida,Não Informado,0.967092539786056,9.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1992,Russia,Cosmos 2197 to 2202,13,0.2121950213718896,StatusRetired,0.0,RVSN USSR,0.0,0,0.0,Success,1,7,Plesetsk Cosmodrome,Não Informado,0.7878049786281106,17.0,150.0,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1992,France,"Insat-2A, Eutelsat 2F4",9,0.2563534211170753,StatusRetired,12.0,Arianespace,0.0,0,0.0,Success,1,7,French Guiana,Não Informado,0.7436465788829248,22.0,200.0,Commercial,Não Informado,Ariane 44L,5.24,-52.77
Não Informado,1992,Russia,Cosmos 2196,8,0.2168318333234621,StatusRetired,0.0,RVSN USSR,0.0,0,0.0,Success,1,7,Plesetsk Cosmodrome,Não Informado,0.7831681666765383,9.0,150.0,Civil,Não Informado,Molniya-M /Block 2BL,62.93,40.57
Não Informado,1992,Usa,USA-83 (GPS IIA-5),7,0.0329074602139439,StatusRetired,-14.0,Boeing,0.0,0,0.0,Success,1,7,Florida,Não Informado,0.967092539786056,9.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1992,Usa,USA-82 (DSCS IIIB-12),2,0.5105987670126987,StatusRetired,40.0,General Dynamics,0.0,0,0.0,Success,0,7,Florida,Não Informado,0.4894012329873012,21.0,150.0,Commercial,Não Informado,Atlas II,28.56,-80.58
Lox/Rp-1,1992,Russia,Cosmos 2195,1,0.18416554193918,StatusRetired,0.0,RVSN USSR,680.0,0,0.0,Success,1,7,Plesetsk Cosmodrome,Não Informado,0.8158344580608199,20.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1992,Usa,STS-50,25,0.0855663417767531,StatusRetired,34.0,NASA,0.0,0,0.0,Success,1,6,Florida,Não Informado,0.9144336582232466,16.0,450.0,Civil,Não Informado,Space Shuttle Columbia,28.56,-80.58
Não Informado,1992,Usa,Intelsat K,10,0.1504682356770162,StatusRetired,40.0,General Dynamics,0.0,0,0.0,Success,1,6,Florida,Não Informado,0.8495317643229837,0.0,150.0,Commercial,Não Informado,Atlas IIA,28.56,-80.58
Não Informado,1992,Usa,EUVE,7,0.0440589551204357,StatusRetired,-14.0,Boeing,0.0,0,0.0,Success,1,6,Florida,Não Informado,0.955941044879564,16.0,164.0,Commercial,Não Informado,Delta II 6920-10,28.56,-80.58
Lox/Rp-1,1992,Russia,Cosmos 2187 to 2194,3,0.0747528583024547,StatusRetired,0.0,RVSN USSR,680.0,0,0.0,Success,1,6,Plesetsk Cosmodrome,Não Informado,0.9252471416975452,0.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1992,Usa,Palapa B4,14,0.0314273927689948,StatusRetired,-14.0,Boeing,0.0,0,0.0,Success,1,5,Florida,Não Informado,0.968572607231005,0.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1992,Usa,STS-49,7,0.0496414284870766,StatusRetired,34.0,NASA,0.0,0,0.0,Success,1,5,Florida,Não Informado,0.9503585715129232,23.0,450.0,Civil,Não Informado,Space Shuttle Endeavour,28.56,-80.58
Não Informado,1992,Usa,USA-81,25,0.4773270384738426,StatusRetired,-14.0,Martin Marietta,0.0,0,0.0,Success,1,4,California,Não Informado,0.5226729615261574,8.0,35.0,Commercial,Não Informado,Titan II(23)G,34.63,-120.61
Não Informado,1992,France,"Telecom 2B, Inmarsat-2F4",15,0.2412750030024224,StatusRetired,12.0,Arianespace,0.0,0,0.0,Success,1,4,French Guiana,Não Informado,0.7587249969975777,23.0,200.0,Commercial,Não Informado,Ariane 44L,5.24,-52.77
Lox/Rp-1,1992,Russia,Cosmos 2184,15,0.1365200040906378,StatusRetired,0.0,RVSN USSR,680.0,0,0.0,Success,1,4,Plesetsk Cosmodrome,Não Informado,0.8634799959093622,7.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1992,Usa,USA-80 (GPS IIA-4),10,0.0274997529309099,StatusRetired,-14.0,Boeing,0.0,0,0.0,Success,1,4,Florida,Não Informado,0.9725002470690898,3.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1992,Usa,STS-45,24,0.0578629411855798,StatusRetired,34.0,NASA,0.0,0,0.0,Success,1,3,Florida,Não Informado,0.94213705881442,13.0,450.0,Civil,Não Informado,Space Shuttle Atlantis,28.56,-80.58
Não Informado,1992,Usa,USA-79 (GPS IIA-3),23,0.0443904010370526,StatusRetired,-14.0,Boeing,0.0,0,0.0,Success,1,3,Florida,Não Informado,0.9556095989629472,22.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1992,Usa,Galaxy 5,14,0.0797290746694128,StatusRetired,40.0,General Dynamics,0.0,0,0.0,Success,1,3,Florida,Não Informado,0.9202709253305872,0.0,150.0,Commercial,Não Informado,Atlas I,28.56,-80.58
Lox/Rp-1,1992,Russia,Cosmos 2181,9,0.1077713800779095,StatusRetired,0.0,RVSN USSR,680.0,0,0.0,Success,1,3,Plesetsk Cosmodrome,Não Informado,0.8922286199220905,22.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1992,Russia,Molniya-1 n†­152,4,0.0663749991007328,StatusRetired,0.0,VKS RF,0.0,0,0.0,Success,1,3,Plesetsk Cosmodrome,Não Informado,0.933625000899267,4.0,41.8,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Não Informado,1992,France,"Superbird-B1, Arabsat-1C",26,0.3082742165039059,StatusRetired,12.0,Arianespace,0.0,0,0.0,Success,1,2,French Guiana,Não Informado,0.6917257834960941,23.0,200.0,Commercial,Não Informado,Ariane 44L,5.24,-52.77
Lox/Rp-1,1992,Russia,Cosmos 2180,17,0.1102752849200301,StatusRetired,0.0,RVSN USSR,680.0,0,0.0,Success,1,2,Plesetsk Cosmodrome,Não Informado,0.8897247150799698,22.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
N2O4/Udmh,1992,Japan,JERS 1,11,0.1395487473179922,StatusRetired,-11.0,MHI,1451.0,0,0.0,Success,1,2,Tanegashima Space Center,Não Informado,0.8604512526820076,1.0,90.0,Civil,Não Informado,H-I (9 SO),30.4,130.97
Não Informado,1992,Usa,USA-78 (DSCS IIIB-14),11,0.056698664713839,StatusRetired,40.0,General Dynamics,0.0,0,0.0,Success,1,2,Florida,Não Informado,0.9433013352861612,0.0,150.0,Commercial,Não Informado,Atlas II,28.56,-80.58
Lox/Rp-1,1992,Kazakhstan,Tselina-2 n†­10,5,0.3290198768037591,StatusRetired,0.0,RVSN USSR,6232.0,0,0.0,Failure,1,2,Baikonur Cosmodrome,Não Informado,0.6709801231962407,18.0,150.0,Civil,Não Informado,Zenit-2,45.92,63.34
Não Informado,1992,Russia,Cosmos 2176,24,0.0921533792722962,StatusRetired,0.0,RVSN USSR,0.0,0,0.0,Success,1,1,Plesetsk Cosmodrome,Não Informado,0.9078466207277036,1.0,150.0,Civil,Não Informado,Molniya-M /Block 2BL,62.93,40.57
Não Informado,1992,Usa,STS-42,22,0.0779730271067744,StatusRetired,34.0,NASA,0.0,0,0.0,Success,1,1,Florida,Não Informado,0.9220269728932252,14.0,450.0,Civil,Não Informado,Space Shuttle Discovery,28.56,-80.58
Não Informado,1991,China,DFH-2A-T5,28,0.8140014473605878,StatusRetired,35.0,CASC,0.0,0,0.0,Partial Failure,0,12,Xichang Satellite Launch Center,Não Informado,0.1859985526394121,12.0,30.8,Commercial,Não Informado,Long March 3,28.24,102.02
Lox/Lh2,1991,Kazakhstan,GVM Demo Flight,1,0.2670318855724459,StatusRetired,-1.0,RVSN USSR,884.0,0,0.0,Success,1,1,Baikonur Cosmodrome,Não Informado,0.732968114427554,11.0,150.0,Civil,Não Informado,Rokot/Briz K,45.92,63.34
