Data,Lancamentos_Reais,Previsao_IA,Previsao_Minima,Previsao_Maxima
1997-04-01,6.0,4.5695939640773675,1.1345961556167075,7.759756144053029
1997-05-01,6.0,3.999582986115281,0.976206859893009,7.326775161908098
1997-06-01,3.0,5.0750910268577325,1.642882807803705,8.144050314693805
1997-07-01,4.0,4.632326188148294,1.52205860241272,7.948444881883814
1997-08-01,8.0,4.653208107848506,1.3836081946118433,8.077450530610069
1997-09-01,9.0,4.5833824382065425,1.315675954355915,7.806838925774985
1997-10-01,7.0,5.070200628155138,1.9758373482071936,8.17049473667697
1997-11-01,5.0,3.988129449347681,0.966637027825652,7.227833198347575
1997-12-01,10.0,5.6741345547731985,2.4086280463545804,8.925979340944718
1998-01-01,5.0,5.140958796763717,2.0114973663736753,8.266090351243966
1998-02-01,8.0,4.184143334283439,0.8464302168913217,7.377557372000286
1998-03-01,4.0,4.3376962727905815,1.2467948494270158,7.755824735609741
1998-04-01,4.0,4.8664139306579415,1.4109267432197996,7.8361573204769135
1998-05-01,6.0,4.090564558588005,0.8186260989844862,7.359764838675274
1998-06-01,5.0,4.963102577871009,1.7380037779690922,8.371540337536352
1998-07-01,5.0,4.254516980417954,1.1668681610144096,7.764915696921618
1998-08-01,8.0,4.424337289236762,1.1365962177243571,7.881983936527381
1998-09-01,5.0,4.552550812381746,1.2941203009299365,7.605551782430011
1998-10-01,8.0,4.787583575783712,1.622323754542049,7.8948297356449775
1998-11-01,2.0,4.05019546693753,0.6613343309447609,7.028008741296055
1998-12-01,8.0,5.869414991328928,2.3383750568323967,8.835801161713876
1999-01-01,6.0,4.9673490658771815,1.7833730074159413,8.23211891625144
1999-02-01,4.0,3.736752828179629,0.3874312111747774,6.915445665880425
1999-03-01,1.0,3.9828202509189996,0.6811483909244649,7.064525561302766
1999-04-01,6.0,5.171549850756541,1.8409679445936102,8.288206482530446
1999-05-01,6.0,4.175659897767355,0.9227108560661023,7.340266885621093
1999-06-01,4.0,4.841731436335167,1.5532508038531818,8.258009635428753
1999-07-01,5.0,3.8740701333716396,0.366915887466649,7.004469656521908
1999-08-01,4.0,4.19978369370726,0.9061047316416031,7.307800089121918
1999-09-01,4.0,4.523864904877147,1.2328937172277783,7.808338390777534
1999-10-01,2.0,4.508921838360711,1.2843715870527017,7.74735626579089
1999-11-01,4.0,4.118694998261338,0.8937598983798681,7.131311882497036
1999-12-01,11.0,6.058386570556682,2.7107012545192455,9.31700875096448
2000-01-01,4.0,4.7820371387869445,1.5427019998559264,7.875799627518309
2000-02-01,5.0,3.2857984732794923,0.19481492681730694,6.3030079442044915
2000-03-01,5.0,4.607436350954624,1.1731954365036827,7.769642491659474
2000-04-01,1.0,3.8046437248130287,0.6567593433276896,6.878616055172446
2000-05-01,6.0,3.4261668856441494,0.20319015175019964,6.735183672888772
